timeindex,profile_PV,profile_STH
2023-01-01T01:32:00Z,0.0,0.0
2023-01-01T01:33:00Z,0.0,0.0
2023-01-01T01:34:00Z,0.0,0.0
2023-01-01T01:35:00Z,0.0,0.0
2023-01-01T01:36:00Z,0.0,0.0
2023-01-01T01:37:00Z,0.0,0.0
2023-01-01T01:38:00Z,0.0,0.0
2023-01-01T01:39:00Z,0.0,0.0
2023-01-01T01:40:00Z,0.0,0.0
2023-01-01T01:41:00Z,0.0,0.0
2023-01-01T01:42:00Z,0.0,0.0
2023-01-01T01:43:00Z,0.0,0.0
2023-01-01T01:44:00Z,0.0,0.0
2023-01-01T01:45:00Z,0.0,0.0
2023-01-01T01:46:00Z,0.0,0.0
2023-01-01T01:47:00Z,0.0,0.0
2023-01-01T01:48:00Z,0.0,0.0
2023-01-01T01:49:00Z,0.0,0.0
2023-01-01T01:50:00Z,0.0,0.0
2023-01-01T01:51:00Z,0.0,0.0
2023-01-01T01:52:00Z,0.0,0.0
2023-01-01T01:53:00Z,0.0,0.0
2023-01-01T01:54:00Z,0.0,0.0
2023-01-01T01:55:00Z,0.0,0.0
2023-01-01T01:56:00Z,0.0,0.0
2023-01-01T01:57:00Z,0.0,0.0
2023-01-01T01:58:00Z,0.0,0.0
2023-01-01T01:59:00Z,0.0,0.0
2023-01-01T02:00:00Z,0.0,0.0
2023-01-01T02:01:00Z,0.0,0.0
2023-01-01T02:02:00Z,0.0,0.0
2023-01-01T02:03:00Z,0.0,0.0
2023-01-01T02:04:00Z,0.0,0.0
2023-01-01T02:05:00Z,0.0,0.0
2023-01-01T02:06:00Z,0.0,0.0
2023-01-01T02:07:00Z,0.0,0.0
2023-01-01T02:08:00Z,0.0,0.0
2023-01-01T02:09:00Z,0.0,0.0
2023-01-01T02:10:00Z,0.0,0.0
2023-01-01T02:11:00Z,0.0,0.0
2023-01-01T02:12:00Z,0.0,0.0
2023-01-01T02:13:00Z,0.0,0.0
2023-01-01T02:14:00Z,0.0,0.0
2023-01-01T02:15:00Z,0.0,0.0
2023-01-01T02:16:00Z,0.0,0.0
2023-01-01T02:17:00Z,0.0,0.0
2023-01-01T02:18:00Z,0.0,0.0
2023-01-01T02:19:00Z,0.0,0.0
2023-01-01T02:20:00Z,0.0,0.0
2023-01-01T02:21:00Z,0.0,0.0
2023-01-01T02:22:00Z,0.0,0.0
2023-01-01T02:23:00Z,0.0,0.0
2023-01-01T02:24:00Z,0.0,0.0
2023-01-01T02:25:00Z,0.0,0.0
2023-01-01T02:26:00Z,0.0,0.0
2023-01-01T02:27:00Z,0.0,0.0
2023-01-01T02:28:00Z,0.0,0.0
2023-01-01T02:29:00Z,0.0,0.0
2023-01-01T02:30:00Z,0.0,0.0
2023-01-01T02:31:00Z,0.0,0.0
2023-01-01T02:32:00Z,0.0,0.0
2023-01-01T02:33:00Z,0.0,0.0
2023-01-01T02:34:00Z,0.0,0.0
2023-01-01T02:35:00Z,0.0,0.0
2023-01-01T02:36:00Z,0.0,0.0
2023-01-01T02:37:00Z,0.0,0.0
2023-01-01T02:38:00Z,0.0,0.0
2023-01-01T02:39:00Z,0.0,0.0
2023-01-01T02:40:00Z,0.0,0.0
2023-01-01T02:41:00Z,0.0,0.0
2023-01-01T02:42:00Z,0.0,0.0
2023-01-01T02:43:00Z,0.0,0.0
2023-01-01T02:44:00Z,0.0,0.0
2023-01-01T02:45:00Z,0.0,0.0
2023-01-01T02:46:00Z,0.0,0.0
2023-01-01T02:47:00Z,0.0,0.0
2023-01-01T02:48:00Z,0.0,0.0
2023-01-01T02:49:00Z,0.0,0.0
2023-01-01T02:50:00Z,0.0,0.0
2023-01-01T02:51:00Z,0.0,0.0
2023-01-01T02:52:00Z,0.0,0.0
2023-01-01T02:53:00Z,0.0,0.0
2023-01-01T02:54:00Z,0.0,0.0
2023-01-01T02:55:00Z,0.0,0.0
2023-01-01T02:56:00Z,0.0,0.0
2023-01-01T02:57:00Z,0.0,0.0
2023-01-01T02:58:00Z,0.0,0.0
2023-01-01T02:59:00Z,0.0,0.0
2023-01-01T03:00:00Z,0.0,0.0
2023-01-01T03:01:00Z,0.0,0.0
2023-01-01T03:02:00Z,0.0,0.0
2023-01-01T03:03:00Z,0.0,0.0
2023-01-01T03:04:00Z,0.0,0.0
2023-01-01T03:05:00Z,0.0,0.0
2023-01-01T03:06:00Z,0.0,0.0
2023-01-01T03:07:00Z,0.0,0.0
2023-01-01T03:08:00Z,0.0,0.0
2023-01-01T03:09:00Z,0.0,0.0
2023-01-01T03:10:00Z,0.0,0.0
2023-01-01T03:11:00Z,0.0,0.0
2023-01-01T03:12:00Z,0.0,0.0
2023-01-01T03:13:00Z,0.0,0.0
2023-01-01T03:14:00Z,0.0,0.0
2023-01-01T03:15:00Z,0.0,0.0
2023-01-01T03:16:00Z,0.0,0.0
2023-01-01T03:17:00Z,0.0,0.0
2023-01-01T03:18:00Z,0.0,0.0
2023-01-01T03:19:00Z,0.0,0.0
2023-01-01T03:20:00Z,0.0,0.0
2023-01-01T03:21:00Z,0.0,0.0
2023-01-01T03:22:00Z,0.0,0.0
2023-01-01T03:23:00Z,0.0,0.0
2023-01-01T03:24:00Z,0.0,0.0
2023-01-01T03:25:00Z,0.0,0.0
2023-01-01T03:26:00Z,0.0,0.0
2023-01-01T03:27:00Z,0.0,0.0
2023-01-01T03:28:00Z,0.0,0.0
2023-01-01T03:29:00Z,0.0,0.0
2023-01-01T03:30:00Z,0.0,0.0
2023-01-01T03:31:00Z,0.0,0.0
2023-01-01T03:32:00Z,0.0,0.0
2023-01-01T03:33:00Z,0.0,0.0
2023-01-01T03:34:00Z,0.0,0.0
2023-01-01T03:35:00Z,0.0,0.0
2023-01-01T03:36:00Z,0.0,0.0
2023-01-01T03:37:00Z,0.0,0.0
2023-01-01T03:38:00Z,0.0,0.0
2023-01-01T03:39:00Z,0.0,0.0
2023-01-01T03:40:00Z,0.0,0.0
2023-01-01T03:41:00Z,0.0,0.0
2023-01-01T03:42:00Z,0.0,0.0
2023-01-01T03:43:00Z,0.0,0.0
2023-01-01T03:44:00Z,0.0,0.0
2023-01-01T03:45:00Z,0.0,0.0
2023-01-01T03:46:00Z,0.0,0.0
2023-01-01T03:47:00Z,0.0,0.0
2023-01-01T03:48:00Z,0.0,0.0
2023-01-01T03:49:00Z,0.0,0.0
2023-01-01T03:50:00Z,0.0,0.0
2023-01-01T03:51:00Z,0.0,0.0
2023-01-01T03:52:00Z,0.0,0.0
2023-01-01T03:53:00Z,0.0,0.0
2023-01-01T03:54:00Z,0.0,0.0
2023-01-01T03:55:00Z,0.0,0.0
2023-01-01T03:56:00Z,0.0,0.0
2023-01-01T03:57:00Z,0.0,0.0
2023-01-01T03:58:00Z,0.0,0.0
2023-01-01T03:59:00Z,0.0,0.0
2023-01-01T04:00:00Z,0.0,0.0
2023-01-01T04:01:00Z,0.0,0.0
2023-01-01T04:02:00Z,0.0,0.0
2023-01-01T04:03:00Z,0.0,0.0
2023-01-01T04:04:00Z,0.0,0.0
2023-01-01T04:05:00Z,0.0,0.0
2023-01-01T04:06:00Z,0.0,0.0
2023-01-01T04:07:00Z,0.0,0.0
2023-01-01T04:08:00Z,0.0,0.0
2023-01-01T04:09:00Z,0.0,0.0
2023-01-01T04:10:00Z,0.0,0.0
2023-01-01T04:11:00Z,0.0,0.0
2023-01-01T04:12:00Z,0.0,0.0
2023-01-01T04:13:00Z,0.0,0.0
2023-01-01T04:14:00Z,0.0,0.0
2023-01-01T04:15:00Z,0.0,0.0
2023-01-01T04:16:00Z,0.0,0.0
2023-01-01T04:17:00Z,0.0,0.0
2023-01-01T04:18:00Z,0.0,0.0
2023-01-01T04:19:00Z,0.0,0.0
2023-01-01T04:20:00Z,0.0,0.0
2023-01-01T04:21:00Z,0.0,0.0
2023-01-01T04:22:00Z,0.0,0.0
2023-01-01T04:23:00Z,0.0,0.0
2023-01-01T04:24:00Z,0.0,0.0
2023-01-01T04:25:00Z,0.0,0.0
2023-01-01T04:26:00Z,0.0,0.0
2023-01-01T04:27:00Z,0.0,0.0
2023-01-01T04:28:00Z,0.0,0.0
2023-01-01T04:29:00Z,0.0,0.0
2023-01-01T04:30:00Z,0.0,0.0
2023-01-01T04:31:00Z,0.0,0.0
2023-01-01T04:32:00Z,0.0,0.0
2023-01-01T04:33:00Z,0.0,0.0
2023-01-01T04:34:00Z,0.0,0.0
2023-01-01T04:35:00Z,0.0,0.0
2023-01-01T04:36:00Z,0.0,0.0
2023-01-01T04:37:00Z,0.0,0.0
2023-01-01T04:38:00Z,0.0,0.0
2023-01-01T04:39:00Z,0.0,0.0
2023-01-01T04:40:00Z,0.0,0.0
2023-01-01T04:41:00Z,0.0,0.0
2023-01-01T04:42:00Z,0.0,0.0
2023-01-01T04:43:00Z,0.0,0.0
2023-01-01T04:44:00Z,0.0,0.0
2023-01-01T04:45:00Z,0.0,0.0
2023-01-01T04:46:00Z,0.0,0.0
2023-01-01T04:47:00Z,0.0,0.0
2023-01-01T04:48:00Z,0.0,0.0
2023-01-01T04:49:00Z,0.0,0.0
2023-01-01T04:50:00Z,0.0,0.0
2023-01-01T04:51:00Z,0.0,0.0
2023-01-01T04:52:00Z,0.0,0.0
2023-01-01T04:53:00Z,0.0,0.0
2023-01-01T04:54:00Z,0.0,0.0
2023-01-01T04:55:00Z,0.0,0.0
2023-01-01T04:56:00Z,0.0,0.0
2023-01-01T04:57:00Z,0.0,0.0
2023-01-01T04:58:00Z,0.0,0.0
2023-01-01T04:59:00Z,0.0,0.0
2023-01-01T05:00:00Z,0.0,0.0
2023-01-01T05:01:00Z,0.0,0.0
2023-01-01T05:02:00Z,0.0,0.0
2023-01-01T05:03:00Z,0.0,0.0
2023-01-01T05:04:00Z,0.0,0.0
2023-01-01T05:05:00Z,0.0,0.0
2023-01-01T05:06:00Z,0.0,0.0
2023-01-01T05:07:00Z,0.0,0.0
2023-01-01T05:08:00Z,0.0,0.0
2023-01-01T05:09:00Z,0.0,0.0
2023-01-01T05:10:00Z,0.0,0.0
2023-01-01T05:11:00Z,0.0,0.0
2023-01-01T05:12:00Z,0.0,0.0
2023-01-01T05:13:00Z,0.0,0.0
2023-01-01T05:14:00Z,0.0,0.0
2023-01-01T05:15:00Z,0.0,0.0
2023-01-01T05:16:00Z,0.0,0.0
2023-01-01T05:17:00Z,0.0,0.0
2023-01-01T05:18:00Z,0.0,0.0
2023-01-01T05:19:00Z,0.0,0.0
2023-01-01T05:20:00Z,0.0,0.0
2023-01-01T05:21:00Z,0.0,0.0
2023-01-01T05:22:00Z,0.0,0.0
2023-01-01T05:23:00Z,0.0,0.0
2023-01-01T05:24:00Z,0.0,0.0
2023-01-01T05:25:00Z,0.0,0.0
2023-01-01T05:26:00Z,0.0,0.0
2023-01-01T05:27:00Z,0.0,0.0
2023-01-01T05:28:00Z,0.0,0.0
2023-01-01T05:29:00Z,0.0,0.0
2023-01-01T05:30:00Z,0.0,0.0
2023-01-01T05:31:00Z,0.0,0.0
2023-01-01T05:32:00Z,0.0,0.0
2023-01-01T05:33:00Z,0.0,0.0
2023-01-01T05:34:00Z,0.0,0.0
2023-01-01T05:35:00Z,0.0,0.0
2023-01-01T05:36:00Z,0.0,0.0
2023-01-01T05:37:00Z,0.0,0.0
2023-01-01T05:38:00Z,0.0,0.0
2023-01-01T05:39:00Z,0.0,0.0
2023-01-01T05:40:00Z,0.0,0.0
2023-01-01T05:41:00Z,0.0,0.0
2023-01-01T05:42:00Z,0.0,0.0
2023-01-01T05:43:00Z,0.0,0.0
2023-01-01T05:44:00Z,0.0,0.0
2023-01-01T05:45:00Z,0.0,0.0
2023-01-01T05:46:00Z,0.0,0.0
2023-01-01T05:47:00Z,0.0,0.0
2023-01-01T05:48:00Z,0.0,0.0
2023-01-01T05:49:00Z,0.0,0.0
2023-01-01T05:50:00Z,0.0,0.0
2023-01-01T05:51:00Z,0.0,0.0
2023-01-01T05:52:00Z,0.0,0.0
2023-01-01T05:53:00Z,0.0,0.0
2023-01-01T05:54:00Z,0.0,0.0
2023-01-01T05:55:00Z,0.0,0.0
2023-01-01T05:56:00Z,0.0,0.0
2023-01-01T05:57:00Z,0.0,0.0
2023-01-01T05:58:00Z,0.0,0.0
2023-01-01T05:59:00Z,0.0,0.0
2023-01-01T06:00:00Z,0.0,0.0
2023-01-01T06:01:00Z,0.0,0.0
2023-01-01T06:02:00Z,0.0,0.0
2023-01-01T06:03:00Z,0.0,0.0
2023-01-01T06:04:00Z,0.0,0.0
2023-01-01T06:05:00Z,0.0,0.0
2023-01-01T06:06:00Z,0.0,0.0
2023-01-01T06:07:00Z,0.0,0.0
2023-01-01T06:08:00Z,0.0,0.0
2023-01-01T06:09:00Z,0.0,0.0
2023-01-01T06:10:00Z,0.0,0.0
2023-01-01T06:11:00Z,0.0,0.0
2023-01-01T06:12:00Z,0.0,0.0
2023-01-01T06:13:00Z,0.0,0.0
2023-01-01T06:14:00Z,0.0,0.0
2023-01-01T06:15:00Z,0.0,0.0
2023-01-01T06:16:00Z,0.0,0.0
2023-01-01T06:17:00Z,0.0,0.0
2023-01-01T06:18:00Z,0.0,0.0
2023-01-01T06:19:00Z,0.0,0.0
2023-01-01T06:20:00Z,0.0,0.0
2023-01-01T06:21:00Z,0.0,0.0
2023-01-01T06:22:00Z,0.0,0.0
2023-01-01T06:23:00Z,0.0,0.0
2023-01-01T06:24:00Z,0.0,0.0
2023-01-01T06:25:00Z,0.0,0.0
2023-01-01T06:26:00Z,0.0,0.0
2023-01-01T06:27:00Z,0.0,0.0
2023-01-01T06:28:00Z,0.0,0.0
2023-01-01T06:29:00Z,0.0,0.0
2023-01-01T06:30:00Z,0.0,0.0
2023-01-01T06:31:00Z,0.0,0.0
2023-01-01T06:32:00Z,0.0,0.0
2023-01-01T06:33:00Z,0.0,0.0
2023-01-01T06:34:00Z,0.0,0.0
2023-01-01T06:35:00Z,0.0,0.0
2023-01-01T06:36:00Z,0.0,0.0
2023-01-01T06:37:00Z,0.0,0.0
2023-01-01T06:38:00Z,0.0,0.0
2023-01-01T06:39:00Z,0.0,0.0
2023-01-01T06:40:00Z,0.0,0.0
2023-01-01T06:41:00Z,0.0,0.0
2023-01-01T06:42:00Z,0.0,0.0
2023-01-01T06:43:00Z,0.0,0.0
2023-01-01T06:44:00Z,0.0,0.0
2023-01-01T06:45:00Z,0.0,0.0
2023-01-01T06:46:00Z,0.0,0.0
2023-01-01T06:47:00Z,0.0,0.0
2023-01-01T06:48:00Z,0.0,0.0
2023-01-01T06:49:00Z,0.0,0.0
2023-01-01T06:50:00Z,0.0,0.0
2023-01-01T06:51:00Z,0.0,0.0
2023-01-01T06:52:00Z,0.0,0.0
2023-01-01T06:53:00Z,0.0,0.0
2023-01-01T06:54:00Z,0.0,0.0
2023-01-01T06:55:00Z,0.0,0.0
2023-01-01T06:56:00Z,0.0,0.0
2023-01-01T06:57:00Z,0.0,0.0
2023-01-01T06:58:00Z,0.0,0.0
2023-01-01T06:59:00Z,0.0,0.0
2023-01-01T07:00:00Z,0.0,0.0
2023-01-01T07:01:00Z,0.0,0.0
2023-01-01T07:02:00Z,0.0,0.0
2023-01-01T07:03:00Z,0.0,0.0
2023-01-01T07:04:00Z,0.0,0.0
2023-01-01T07:05:00Z,0.0,0.0
2023-01-01T07:06:00Z,0.0,0.0
2023-01-01T07:07:00Z,0.0,0.0
2023-01-01T07:08:00Z,0.0,0.0
2023-01-01T07:09:00Z,0.0,0.0
2023-01-01T07:10:00Z,0.0,0.0
2023-01-01T07:11:00Z,0.0,0.0
2023-01-01T07:12:00Z,0.0,0.0
2023-01-01T07:13:00Z,0.0,0.0
2023-01-01T07:14:00Z,0.0,0.0
2023-01-01T07:15:00Z,0.0,0.0
2023-01-01T07:16:00Z,0.0,0.0
2023-01-01T07:17:00Z,0.0,0.0
2023-01-01T07:18:00Z,0.0,0.0
2023-01-01T07:19:00Z,0.0,0.0
2023-01-01T07:20:00Z,0.0,0.0
2023-01-01T07:21:00Z,0.0,0.0
2023-01-01T07:22:00Z,0.0,0.0
2023-01-01T07:23:00Z,0.0,0.0
2023-01-01T07:24:00Z,0.0,0.0
2023-01-01T07:25:00Z,0.0,0.0
2023-01-01T07:26:00Z,0.0,0.0
2023-01-01T07:27:00Z,0.0,0.0
2023-01-01T07:28:00Z,0.0,0.0
2023-01-01T07:29:00Z,0.0,0.0
2023-01-01T07:30:00Z,0.0,0.0
2023-01-01T07:31:00Z,0.0,0.0
2023-01-01T07:32:00Z,0.0,0.0
2023-01-01T07:33:00Z,0.0,0.0
2023-01-01T07:34:00Z,0.0,0.0
2023-01-01T07:35:00Z,0.0,0.0
2023-01-01T07:36:00Z,0.0,0.0
2023-01-01T07:37:00Z,0.0,0.0
2023-01-01T07:38:00Z,0.0,0.0
2023-01-01T07:39:00Z,0.0,0.0
2023-01-01T07:40:00Z,0.0,0.0
2023-01-01T07:41:00Z,0.0,0.0
2023-01-01T07:42:00Z,0.0,0.0
2023-01-01T07:43:00Z,0.0,0.0
2023-01-01T07:44:00Z,0.0,0.0
2023-01-01T07:45:00Z,0.0,0.0
2023-01-01T07:46:00Z,0.0,0.0
2023-01-01T07:47:00Z,0.0,0.0
2023-01-01T07:48:00Z,0.0,0.0
2023-01-01T07:49:00Z,0.0,0.0
2023-01-01T07:50:00Z,0.0,0.0
2023-01-01T07:51:00Z,0.0,0.0
2023-01-01T07:52:00Z,0.0,0.0
2023-01-01T07:53:00Z,0.0,0.0
2023-01-01T07:54:00Z,0.0,0.0
2023-01-01T07:55:00Z,0.0,0.0
2023-01-01T07:56:00Z,0.0,0.0
2023-01-01T07:57:00Z,0.0,0.0
2023-01-01T07:58:00Z,0.0,0.0
2023-01-01T07:59:00Z,0.0,0.0
2023-01-01T08:00:00Z,0.0,0.0
2023-01-01T08:01:00Z,0.0,0.0
2023-01-01T08:02:00Z,0.0,0.0
2023-01-01T08:03:00Z,0.0,0.0
2023-01-01T08:04:00Z,0.0,0.0
2023-01-01T08:05:00Z,0.0,0.0
2023-01-01T08:06:00Z,0.0,0.0
2023-01-01T08:07:00Z,0.0,0.0
2023-01-01T08:08:00Z,0.0,0.0
2023-01-01T08:09:00Z,0.0,0.0
2023-01-01T08:10:00Z,0.0,0.0
2023-01-01T08:11:00Z,0.0,0.0
2023-01-01T08:12:00Z,0.0,0.0
2023-01-01T08:13:00Z,0.0,0.0
2023-01-01T08:14:00Z,0.0,0.0
2023-01-01T08:15:00Z,0.0,0.0
2023-01-01T08:16:00Z,0.0,0.0
2023-01-01T08:17:00Z,0.0,0.0
2023-01-01T08:18:00Z,0.0,0.0
2023-01-01T08:19:00Z,0.0,0.0
2023-01-01T08:20:00Z,8.2179798302444e-06,0.0
2023-01-01T08:21:00Z,8.7143043308382e-06,0.0
2023-01-01T08:22:00Z,9.2005171490873e-06,0.0
2023-01-01T08:23:00Z,9.686068945663101e-06,0.0
2023-01-01T08:24:00Z,1.0171036893607999e-05,0.0
2023-01-01T08:25:00Z,1.06555043082542e-05,0.0
2023-01-01T08:26:00Z,1.1139559751223001e-05,0.0
2023-01-01T08:27:00Z,1.1062537219176e-05,0.0
2023-01-01T08:28:00Z,1.15351578863245e-05,0.0
2023-01-01T08:29:00Z,1.09005717915366e-05,0.0
2023-01-01T08:30:00Z,1.0806336120864099e-05,0.0
2023-01-01T08:31:00Z,1.01735518293716e-05,0.0
2023-01-01T08:32:00Z,9.5401819242251e-06,0.0
2023-01-01T08:33:00Z,8.9157005457424e-06,0.0
2023-01-01T08:34:00Z,8.3002239166581e-06,0.0
2023-01-01T08:35:00Z,8.2179767089448e-06,0.0
2023-01-01T08:36:00Z,8.145183198814499e-06,0.0
2023-01-01T08:37:00Z,8.0728871536673e-06,0.0
2023-01-01T08:38:00Z,0.0,0.0
2023-01-01T08:39:00Z,0.0,0.0
2023-01-01T08:40:00Z,0.0,0.0
2023-01-01T08:41:00Z,8.3039325958303e-06,0.0
2023-01-01T08:42:00Z,8.2407563384574e-06,0.0
2023-01-01T08:43:00Z,8.1693178302023e-06,0.0
2023-01-01T08:44:00Z,8.098385293942099e-06,0.0
2023-01-01T08:45:00Z,0.0,0.0
2023-01-01T08:46:00Z,8.4673823456197e-06,0.0
2023-01-01T08:47:00Z,8.404616109659099e-06,0.0
2023-01-01T08:48:00Z,8.333696874442502e-06,0.0
2023-01-01T08:49:00Z,8.2632930653792e-06,0.0
2023-01-01T08:50:00Z,8.1934034764953e-06,0.0
2023-01-01T08:51:00Z,8.1240268836489e-06,0.0
2023-01-01T08:52:00Z,8.0551620447076e-06,0.0
2023-01-01T08:53:00Z,0.0,0.0
2023-01-01T08:54:00Z,0.0,0.0
2023-01-01T08:55:00Z,8.348244992876e-06,0.0
2023-01-01T08:56:00Z,8.288020398894299e-06,0.0
2023-01-01T08:57:00Z,8.219860014475101e-06,0.0
2023-01-01T08:58:00Z,8.1522181346861e-06,0.0
2023-01-01T08:59:00Z,8.0850933534376e-06,0.0
2023-01-01T09:00:00Z,0.0,0.0
2023-01-01T09:01:00Z,8.4430012682908e-06,0.0
2023-01-01T09:02:00Z,8.3840416034314e-06,0.0
2023-01-01T09:03:00Z,8.3172526093114e-06,0.0
2023-01-01T09:04:00Z,8.7412542985139e-06,0.0
2023-01-01T09:05:00Z,8.6822010869754e-06,0.0
2023-01-01T09:06:00Z,9.1928186947704e-06,0.0
2023-01-01T09:07:00Z,9.4468309632166e-06,0.0
2023-01-01T09:08:00Z,9.6823190310015e-06,0.0
2023-01-01T09:09:00Z,9.908295785719401e-06,0.0
2023-01-01T09:10:00Z,1.01253175661595e-05,0.0
2023-01-01T09:11:00Z,1.08603543831161e-05,0.0
2023-01-01T09:12:00Z,1.05434865054152e-05,0.0
2023-01-01T09:13:00Z,1.07276068524758e-05,0.0
2023-01-01T09:14:00Z,1.09135843545166e-05,0.0
2023-01-01T09:15:00Z,1.05517597137594e-05,0.0
2023-01-01T09:16:00Z,1.07111287297134e-05,0.0
2023-01-01T09:17:00Z,1.03282790205972e-05,0.0
2023-01-01T09:18:00Z,1.04719770718424e-05,0.0
2023-01-01T09:19:00Z,1.06197094555428e-05,0.0
2023-01-01T09:20:00Z,1.0762519142449001e-05,0.0
2023-01-01T09:21:00Z,1.09006434744911e-05,0.0
2023-01-01T09:22:00Z,1.1034304754612e-05,0.0
2023-01-01T09:23:00Z,1.1163711408332701e-05,0.0
2023-01-01T09:24:00Z,1.1860004292467301e-05,0.0
2023-01-01T09:25:00Z,1.1994432747323299e-05,0.0
2023-01-01T09:26:00Z,1.21153497642272e-05,0.0
2023-01-01T09:27:00Z,1.2232631158143501e-05,0.0
2023-01-01T09:28:00Z,1.29331606592882e-05,0.0
2023-01-01T09:29:00Z,1.30564475915387e-05,0.0
2023-01-01T09:30:00Z,1.37621910610373e-05,0.0
2023-01-01T09:31:00Z,1.38818655512345e-05,0.0
2023-01-01T09:32:00Z,1.45925414484067e-05,0.0
2023-01-01T09:33:00Z,1.5318740071982502e-05,0.0
2023-01-01T09:34:00Z,1.60500885796534e-05,0.0
2023-01-01T09:35:00Z,1.67863964855242e-05,0.0
2023-01-01T09:36:00Z,1.6901189549805e-05,0.0
2023-01-01T09:37:00Z,1.70026684246764e-05,0.0
2023-01-01T09:38:00Z,1.71014893563596e-05,0.0026210911822746
2023-01-01T09:39:00Z,1.7197751122709e-05,0.0020227312453979
2023-01-01T09:40:00Z,1.72915475740555e-05,0.0016543696521789
2023-01-01T09:41:00Z,1.67498033646553e-05,0.0013247073427423
2023-01-01T09:42:00Z,1.68263514350256e-05,0.0
